Fecha,Region,Nuevo Confirmado,Nuevo Muerte,Nuevo Recuperado,Acum Confirmado,Acum Muerte,Acum Recuperado
Thu Mar 26 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,16,0,0,60,0,0
Thu Mar 26 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,1,0,0,2,0,0
Thu Mar 26 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,6,0,0,19,0,0
Thu Mar 26 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,11,0,0,33
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,0,0,0,3,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,0,0,0,5,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,1,0,0,21,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,0,0,0,1,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,1,0,0,14,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,5,0,0,49,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,192,1,0,938,3,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,2,0,0,16,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,1,0,0,32,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,30,0,0,144,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,26,0,0,135,2,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,32,0,0,143,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,8,0,0,22,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,3,0,0,63,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,0,0,0,2,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,3,0,0,22,0,0
Fri Mar 27 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,10,0,0,43
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,0,0,0,3,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,0,0,0,5,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,4,0,0,25,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,0,0,0,1,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,1,0,0,15,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,22,0,0,71,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,146,0,0,1084,3,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,4,0,0,20,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,5,0,0,37,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,28,0,0,172,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,16,0,0,151,2,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,34,1,0,177,1,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,5,0,0,27,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,30,0,0,93,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,0,0,0,2,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,4,0,0,26,0,0
Sat Mar 28 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,18,0,0,61
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,1,0,0,4,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,1,0,0,6,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,2,0,0,27,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,1,0,0,2,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,3,0,0,18,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,9,0,0,80,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,83,0,0,1167,3,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,1,0,0,21,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,5,0,0,42,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,25,0,0,197,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,34,0,0,185,2,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,28,1,0,205,2,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,13,0,0,40,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,11,0,0,104,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,0,0,0,2,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,13,0,0,39,0,0
Sun Mar 29 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,14,0,0,75
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,2,0,0,6,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,2,0,0,8,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,8,0,0,35,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,0,0,0,2,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,9,0,0,27,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,28,0,0,108,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,128,0,0,1295,3,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,0,0,0,21,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,12,1,0,54,1,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,32,0,0,229,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,16,0,0,201,2,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,42,0,0,247,2,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,7,0,0,47,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,24,0,0,128,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,0,0,0,2,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,0,0,0,39,0,0
Mon Mar 30 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,81,0,0,156
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,0,0,0,6,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,2,0,0,10,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,0,0,0,35,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,0,0,0,2,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,1,0,0,28,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,7,1,0,115,1,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,125,1,0,1420,4,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,2,0,0,23,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,8,0,0,62,1,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,16,0,0,245,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,15,0,0,216,2,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,55,2,0,302,4,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,11,0,0,58,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,23,0,0,151,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,0,0,0,2,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,24,0,0,63,0,0
Tue Mar 31 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,0,0,0,156
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,0,0,0,6,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,0,0,0,10,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,4,0,0,39,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,1,0,0,3,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,2,0,0,30,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,21,0,0,136,1,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,101,1,0,1521,5,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,3,0,0,26,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,9,0,0,71,1,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,14,0,0,259,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,24,0,0,240,2,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,41,2,0,343,6,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,6,1,0,64,1,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,30,0,0,181,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,1,0,0,3,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,36,0,0,99,0,0
Wed Apr 01 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,78,0,0,234
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,1,0,0,7,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,2,0,0,12,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,8,0,0,47,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,0,0,0,3,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,4,0,0,34,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,20,0,0,156,1,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,115,1,0,1636,6,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,6,0,0,32,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,11,0,0,82,1,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,82,0,0,341,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,35,0,0,275,2,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,46,1,0,389,7,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,4,0,0,68,1,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,22,0,0,203,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,2,0,0,5,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,15,0,0,114,0,0
Thu Apr 02 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,101,0,0,335
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,5,0,0,12,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,1,0,0,13,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,7,0,0,54,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,2,0,0,5,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,1,0,0,35,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,20,0,0,176,1,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,106,2,0,1742,8,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,1,0,0,33,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,7,0,0,89,1,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,29,1,0,370,1,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,27,0,0,302,2,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,43,0,0,432,7,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,10,0,0,78,1,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,31,0,0,234,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,1,0,0,6,0,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,42,1,0,156,1,0
Fri Apr 03 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,92,0,0,427
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Arica y Parinacota,0,0,0,12,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Tarapacá,4,0,0,17,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Antofagasta,1,0,0,55,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Atacama,0,0,0,5,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Coquimbo,9,0,0,44,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Valparaíso,9,0,0,185,1,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Metropolitana,215,1,0,1957,9,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),O’Higgins,5,0,0,38,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Maule,8,0,0,97,1,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Ñuble,31,1,0,401,2,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Biobío,45,0,0,347,2,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Araucanía,45,2,0,477,9,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Ríos,11,0,0,89,1,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Los Lagos,25,0,0,259,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Aysén,0,0,0,6,0,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),Magallanes,16,1,0,172,2,0
Sat Apr 04 2020 00:00:00 GMT-0300 (Chile Summer Time),No Informado,0,0,101,0,0,528
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Arica y Parinacota,16,0,0,28,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Tarapacá,3,0,0,20,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Antofagasta,5,0,0,60,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Atacama,0,0,0,5,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Coquimbo,6,0,0,50,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Valparaíso,6,0,0,191,1,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Metropolitana,145,1,0,2102,10,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),O’Higgins,3,0,0,41,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Maule,6,0,0,103,1,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Ñuble,24,1,0,425,3,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Biobío,18,0,0,365,2,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Araucanía,32,4,0,509,13,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Ríos,10,0,0,99,1,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Lagos,17,1,0,276,1,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Aysén,1,0,0,7,0,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),Magallanes,18,0,0,190,2,0
Sun Apr 05 2020 00:00:00 GMT-0400 (Chile Standard Time),No Informado,0,0,70,0,0,598
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Arica y Parinacota,13,0,0,41,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Tarapacá,1,0,0,21,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Antofagasta,8,0,0,68,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Atacama,0,0,0,5,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Coquimbo,1,0,0,51,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Valparaíso,7,0,0,198,1,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Metropolitana,142,0,0,2244,10,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),O’Higgins,1,0,0,42,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Maule,5,0,0,108,1,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Ñuble,49,1,0,474,4,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Biobío,18,0,0,383,2,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Araucanía,53,1,0,562,14,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Ríos,5,0,0,104,1,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Lagos,10,1,0,286,2,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Aysén,0,0,0,7,0,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),Magallanes,31,0,0,221,2,0
Mon Apr 06 2020 00:00:00 GMT-0400 (Chile Standard Time),No Informado,0,0,130,0,0,728
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),No Informado,0,0,170,0,0,898
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Arica y Parinacota,12,0,0,53,0,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Tarapacá,2,0,0,23,0,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Antofagasta,1,1,0,69,1,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Atacama,1,0,0,6,0,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Coquimbo,1,0,0,52,0,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Valparaíso,16,0,0,214,1,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Metropolitana,106,2,0,2350,12,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),O’Higgins,0,0,0,42,0,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Maule,0,1,0,108,2,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Ñuble,48,1,0,522,5,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Biobío,27,0,0,410,2,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Araucanía,50,0,0,612,14,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Ríos,5,1,0,109,2,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Lagos,13,0,0,299,2,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Aysén,0,0,0,7,0,0
Tue Apr 07 2020 00:00:00 GMT-0400 (Chile Standard Time),Magallanes,19,0,0,240,2,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),No Informado,0,0,217,0,0,1115
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Arica y Parinacota,10,0,0,63,0,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Tarapacá,3,0,0,26,0,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Antofagasta,8,0,0,77,1,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Atacama,2,0,0,8,0,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Coquimbo,4,0,0,56,0,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Valparaíso,11,1,0,225,2,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Metropolitana,198,2,0,2548,14,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),O’Higgins,1,0,0,43,0,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Maule,11,0,0,119,2,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Ñuble,39,0,0,561,5,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Biobío,29,0,0,439,2,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Araucanía,57,1,0,669,15,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Ríos,5,0,0,114,2,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Los Lagos,26,0,0,325,2,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Aysén,0,0,0,7,0,0
Wed Apr 08 2020 00:00:00 GMT-0400 (Chile Standard Time),Magallanes,26,1,0,266,3,0
