Fecha,CUT,Comuna,Region,Confirmados Acumulados
08-04-2020,7306,Romeral,Maule,2
09-04-2020,7306,Romeral,Maule,2
10-04-2020,7306,Romeral,Maule,3
11-04-2020,7306,Romeral,Maule,3
29-03-2020,7201,Cauquenes,Maule,1
30-03-2020,7201,Cauquenes,Maule,1
31-03-2020,7201,Cauquenes,Maule,1
01-04-2020,7201,Cauquenes,Maule,1
02-04-2020,7201,Cauquenes,Maule,1
03-04-2020,7201,Cauquenes,Maule,3
04-04-2020,7201,Cauquenes,Maule,3
05-04-2020,7201,Cauquenes,Maule,4
06-04-2020,7201,Cauquenes,Maule,4
07-04-2020,7201,Cauquenes,Maule,4
08-04-2020,7201,Cauquenes,Maule,4
09-04-2020,7201,Cauquenes,Maule,4
10-04-2020,7201,Cauquenes,Maule,4
11-04-2020,7201,Cauquenes,Maule,4
29-03-2020,7402,Colbún,Maule,1
30-03-2020,7402,Colbún,Maule,1
31-03-2020,7402,Colbún,Maule,1
01-04-2020,7402,Colbún,Maule,4
02-04-2020,7402,Colbún,Maule,4
03-04-2020,7402,Colbún,Maule,4
04-04-2020,7402,Colbún,Maule,4
05-04-2020,7402,Colbún,Maule,4
06-04-2020,7402,Colbún,Maule,5
07-04-2020,7402,Colbún,Maule,5
08-04-2020,7402,Colbún,Maule,5
09-04-2020,7402,Colbún,Maule,5
10-04-2020,7402,Colbún,Maule,5
11-04-2020,7402,Colbún,Maule,5
29-03-2020,7403,Longaví,Maule,1
30-03-2020,7403,Longaví,Maule,1
31-03-2020,7403,Longaví,Maule,1
01-04-2020,7403,Longaví,Maule,1
02-04-2020,7403,Longaví,Maule,1
03-04-2020,7403,Longaví,Maule,1
04-04-2020,7403,Longaví,Maule,1
05-04-2020,7403,Longaví,Maule,1
06-04-2020,7403,Longaví,Maule,2
07-04-2020,7403,Longaví,Maule,2
08-04-2020,7403,Longaví,Maule,2
09-04-2020,7403,Longaví,Maule,2
10-04-2020,7403,Longaví,Maule,2
11-04-2020,7403,Longaví,Maule,2
29-03-2020,7203,Pelluhue,Maule,1
30-03-2020,7203,Pelluhue,Maule,1
31-03-2020,7203,Pelluhue,Maule,1
01-04-2020,7203,Pelluhue,Maule,1
02-04-2020,7203,Pelluhue,Maule,1
03-04-2020,7203,Pelluhue,Maule,1
04-04-2020,7203,Pelluhue,Maule,1
05-04-2020,7203,Pelluhue,Maule,1
06-04-2020,7203,Pelluhue,Maule,1
07-04-2020,7203,Pelluhue,Maule,1
08-04-2020,7203,Pelluhue,Maule,1
09-04-2020,7203,Pelluhue,Maule,1
10-04-2020,7203,Pelluhue,Maule,1
11-04-2020,7203,Pelluhue,Maule,1
29-03-2020,7108,Río Claro,Maule,1
30-03-2020,7108,Río Claro,Maule,1
31-03-2020,7108,Río Claro,Maule,1
01-04-2020,7108,Río Claro,Maule,1
02-04-2020,7108,Río Claro,Maule,1
03-04-2020,7108,Río Claro,Maule,1
04-04-2020,7108,Río Claro,Maule,1
05-04-2020,7108,Río Claro,Maule,1
06-04-2020,7108,Río Claro,Maule,1
07-04-2020,7108,Río Claro,Maule,1
08-04-2020,7108,Río Claro,Maule,2
09-04-2020,7108,Río Claro,Maule,3
10-04-2020,7108,Río Claro,Maule,3
11-04-2020,7108,Río Claro,Maule,3
31-03-2020,7102,Constitución,Maule,1
01-04-2020,7102,Constitución,Maule,1
02-04-2020,7102,Constitución,Maule,3
03-04-2020,7102,Constitución,Maule,3
04-04-2020,7102,Constitución,Maule,3
05-04-2020,7102,Constitución,Maule,3
06-04-2020,7102,Constitución,Maule,3
07-04-2020,7102,Constitución,Maule,1
08-04-2020,7102,Constitución,Maule,5
09-04-2020,7102,Constitución,Maule,5
10-04-2020,7102,Constitución,Maule,5
11-04-2020,7102,Constitución,Maule,5
02-04-2020,7305,Rauco,Maule,1
03-04-2020,7305,Rauco,Maule,1
04-04-2020,7305,Rauco,Maule,1
05-04-2020,7305,Rauco,Maule,1
06-04-2020,7305,Rauco,Maule,1
07-04-2020,7305,Rauco,Maule,1
08-04-2020,7305,Rauco,Maule,1
09-04-2020,7305,Rauco,Maule,2
10-04-2020,7305,Rauco,Maule,2
11-04-2020,7305,Rauco,Maule,2
11-04-2020,7106,Pelarco,Maule,1
09-04-2020,7308,Teno,Maule,1
10-04-2020,7308,Teno,Maule,1
11-04-2020,7308,Teno,Maule,1
03-04-2020,7110,San Rafael,Maule,1
04-04-2020,7110,San Rafael,Maule,1
05-04-2020,7110,San Rafael,Maule,1
06-04-2020,7110,San Rafael,Maule,1
07-04-2020,7110,San Rafael,Maule,1
08-04-2020,7110,San Rafael,Maule,1
09-04-2020,7110,San Rafael,Maule,1
10-04-2020,7110,San Rafael,Maule,1
11-04-2020,7110,San Rafael,Maule,1
04-04-2020,7307,Sagrada Familia,Maule,1
05-04-2020,7307,Sagrada Familia,Maule,1
06-04-2020,7307,Sagrada Familia,Maule,1
07-04-2020,7307,Sagrada Familia,Maule,1
08-04-2020,7307,Sagrada Familia,Maule,1
09-04-2020,7307,Sagrada Familia,Maule,1
10-04-2020,7307,Sagrada Familia,Maule,1
11-04-2020,7307,Sagrada Familia,Maule,1
08-04-2020,7103,Curepto,Maule,2
09-04-2020,7103,Curepto,Maule,3
10-04-2020,7103,Curepto,Maule,3
11-04-2020,7103,Curepto,Maule,3
31-03-2020,7406,San Javier,Maule,1
01-04-2020,7406,San Javier,Maule,1
02-04-2020,7406,San Javier,Maule,1
03-04-2020,7406,San Javier,Maule,1
04-04-2020,7406,San Javier,Maule,3
05-04-2020,7406,San Javier,Maule,6
06-04-2020,7406,San Javier,Maule,7
07-04-2020,7406,San Javier,Maule,7
08-04-2020,7406,San Javier,Maule,7
09-04-2020,7406,San Javier,Maule,7
10-04-2020,7406,San Javier,Maule,8
11-04-2020,7406,San Javier,Maule,8
29-03-2020,16101,Chillán,Ñuble,135
30-03-2020,16101,Chillán,Ñuble,158
31-03-2020,16101,Chillán,Ñuble,164
01-04-2020,16101,Chillán,Ñuble,173
02-04-2020,16101,Chillán,Ñuble,224
03-04-2020,16101,Chillán,Ñuble,240
04-04-2020,16101,Chillán,Ñuble,254
05-04-2020,16101,Chillán,Ñuble,270
06-04-2020,16101,Chillán,Ñuble,291
07-04-2020,16101,Chillán,Ñuble,305
08-04-2020,16101,Chillán,Ñuble,326
09-04-2020,16101,Chillán,Ñuble,332
10-04-2020,16101,Chillán,Ñuble,341
11-04-2020,16101,Chillán,Ñuble,347
29-03-2020,16103,Chillán Viejo,Ñuble,14
30-03-2020,16103,Chillán Viejo,Ñuble,17
31-03-2020,16103,Chillán Viejo,Ñuble,20
01-04-2020,16103,Chillán Viejo,Ñuble,20
02-04-2020,16103,Chillán Viejo,Ñuble,23
03-04-2020,16103,Chillán Viejo,Ñuble,26
04-04-2020,16103,Chillán Viejo,Ñuble,27
05-04-2020,16103,Chillán Viejo,Ñuble,28
06-04-2020,16103,Chillán Viejo,Ñuble,30
07-04-2020,16103,Chillán Viejo,Ñuble,34
08-04-2020,16103,Chillán Viejo,Ñuble,34
09-04-2020,16103,Chillán Viejo,Ñuble,36
10-04-2020,16103,Chillán Viejo,Ñuble,40
11-04-2020,16103,Chillán Viejo,Ñuble,43
29-03-2020,16102,Bulnes,Ñuble,16
30-03-2020,16102,Bulnes,Ñuble,17
31-03-2020,16102,Bulnes,Ñuble,20
01-04-2020,16102,Bulnes,Ñuble,20
02-04-2020,16102,Bulnes,Ñuble,28
03-04-2020,16102,Bulnes,Ñuble,32
04-04-2020,16102,Bulnes,Ñuble,34
05-04-2020,16102,Bulnes,Ñuble,35
06-04-2020,16102,Bulnes,Ñuble,36
07-04-2020,16102,Bulnes,Ñuble,43
08-04-2020,16102,Bulnes,Ñuble,45
09-04-2020,16102,Bulnes,Ñuble,45
10-04-2020,16102,Bulnes,Ñuble,48
11-04-2020,16102,Bulnes,Ñuble,50
29-03-2020,16107,Quillón,Ñuble,6
30-03-2020,16107,Quillón,Ñuble,7
31-03-2020,16107,Quillón,Ñuble,9
01-04-2020,16107,Quillón,Ñuble,9
02-04-2020,16107,Quillón,Ñuble,10
03-04-2020,16107,Quillón,Ñuble,15
04-04-2020,16107,Quillón,Ñuble,16
05-04-2020,16107,Quillón,Ñuble,17
06-04-2020,16107,Quillón,Ñuble,17
07-04-2020,16107,Quillón,Ñuble,18
08-04-2020,16107,Quillón,Ñuble,22
09-04-2020,16107,Quillón,Ñuble,22
10-04-2020,16107,Quillón,Ñuble,22
11-04-2020,16107,Quillón,Ñuble,22
29-03-2020,16108,San Ignacio,Ñuble,1
30-03-2020,16108,San Ignacio,Ñuble,1
31-03-2020,16108,San Ignacio,Ñuble,2
01-04-2020,16108,San Ignacio,Ñuble,2
02-04-2020,16108,San Ignacio,Ñuble,3
03-04-2020,16108,San Ignacio,Ñuble,3
04-04-2020,16108,San Ignacio,Ñuble,3
05-04-2020,16108,San Ignacio,Ñuble,6
06-04-2020,16108,San Ignacio,Ñuble,6
07-04-2020,16108,San Ignacio,Ñuble,6
08-04-2020,16108,San Ignacio,Ñuble,6
09-04-2020,16108,San Ignacio,Ñuble,6
10-04-2020,16108,San Ignacio,Ñuble,6
11-04-2020,16108,San Ignacio,Ñuble,6
06-04-2020,16105,Pemuco,Ñuble,2
07-04-2020,16105,Pemuco,Ñuble,3
08-04-2020,16105,Pemuco,Ñuble,3
09-04-2020,16105,Pemuco,Ñuble,3
10-04-2020,16105,Pemuco,Ñuble,3
11-04-2020,16105,Pemuco,Ñuble,3
29-03-2020,16104,El Carmen,Ñuble,1
30-03-2020,16104,El Carmen,Ñuble,1
31-03-2020,16104,El Carmen,Ñuble,1
01-04-2020,16104,El Carmen,Ñuble,2
02-04-2020,16104,El Carmen,Ñuble,2
03-04-2020,16104,El Carmen,Ñuble,2
04-04-2020,16104,El Carmen,Ñuble,2
05-04-2020,16104,El Carmen,Ñuble,2
06-04-2020,16104,El Carmen,Ñuble,2
07-04-2020,16104,El Carmen,Ñuble,3
08-04-2020,16104,El Carmen,Ñuble,3
09-04-2020,16104,El Carmen,Ñuble,3
10-04-2020,16104,El Carmen,Ñuble,3
11-04-2020,16104,El Carmen,Ñuble,3
29-03-2020,16109,Yungay,Ñuble,1
30-03-2020,16109,Yungay,Ñuble,1
31-03-2020,16109,Yungay,Ñuble,2
01-04-2020,16109,Yungay,Ñuble,4
02-04-2020,16109,Yungay,Ñuble,7
03-04-2020,16109,Yungay,Ñuble,10
04-04-2020,16109,Yungay,Ñuble,14
05-04-2020,16109,Yungay,Ñuble,15
06-04-2020,16109,Yungay,Ñuble,26
07-04-2020,16109,Yungay,Ñuble,33
08-04-2020,16109,Yungay,Ñuble,37
09-04-2020,16109,Yungay,Ñuble,37
10-04-2020,16109,Yungay,Ñuble,38
11-04-2020,16109,Yungay,Ñuble,42
29-03-2020,16106,Pinto,Ñuble,1
30-03-2020,16106,Pinto,Ñuble,1
31-03-2020,16106,Pinto,Ñuble,2
01-04-2020,16106,Pinto,Ñuble,2
02-04-2020,16106,Pinto,Ñuble,4
03-04-2020,16106,Pinto,Ñuble,6
04-04-2020,16106,Pinto,Ñuble,8
05-04-2020,16106,Pinto,Ñuble,8
06-04-2020,16106,Pinto,Ñuble,9
07-04-2020,16106,Pinto,Ñuble,10
08-04-2020,16106,Pinto,Ñuble,10
09-04-2020,16106,Pinto,Ñuble,10
10-04-2020,16106,Pinto,Ñuble,10
11-04-2020,16106,Pinto,Ñuble,10
06-04-2020,16201,Quirihue,Ñuble,1
07-04-2020,16201,Quirihue,Ñuble,3
08-04-2020,16201,Quirihue,Ñuble,3
09-04-2020,16201,Quirihue,Ñuble,3
10-04-2020,16201,Quirihue,Ñuble,3
11-04-2020,16201,Quirihue,Ñuble,3
07-04-2020,16204,Ninhue,Ñuble,1
08-04-2020,16204,Ninhue,Ñuble,2
09-04-2020,16204,Ninhue,Ñuble,2
10-04-2020,16204,Ninhue,Ñuble,2
11-04-2020,16204,Ninhue,Ñuble,2
29-03-2020,16203,Coelemu,Ñuble,1
30-03-2020,16203,Coelemu,Ñuble,1
31-03-2020,16203,Coelemu,Ñuble,1
01-04-2020,16203,Coelemu,Ñuble,1
02-04-2020,16203,Coelemu,Ñuble,2
03-04-2020,16203,Coelemu,Ñuble,2
04-04-2020,16203,Coelemu,Ñuble,2
05-04-2020,16203,Coelemu,Ñuble,3
06-04-2020,16203,Coelemu,Ñuble,3
07-04-2020,16203,Coelemu,Ñuble,4
08-04-2020,16203,Coelemu,Ñuble,4
09-04-2020,16203,Coelemu,Ñuble,4
10-04-2020,16203,Coelemu,Ñuble,4
11-04-2020,16203,Coelemu,Ñuble,4
29-03-2020,16206,Ránquil,Ñuble,1
30-03-2020,16206,Ránquil,Ñuble,1
31-03-2020,16206,Ránquil,Ñuble,1
01-04-2020,16206,Ránquil,Ñuble,1
02-04-2020,16206,Ránquil,Ñuble,4
03-04-2020,16206,Ránquil,Ñuble,5
04-04-2020,16206,Ránquil,Ñuble,7
05-04-2020,16206,Ránquil,Ñuble,7
06-04-2020,16206,Ránquil,Ñuble,7
07-04-2020,16206,Ránquil,Ñuble,7
08-04-2020,16206,Ránquil,Ñuble,10
09-04-2020,16206,Ránquil,Ñuble,10
10-04-2020,16206,Ránquil,Ñuble,10
11-04-2020,16206,Ránquil,Ñuble,10
07-04-2020,16303,Ñiquén,Ñuble,1
08-04-2020,16303,Ñiquén,Ñuble,2
09-04-2020,16303,Ñiquén,Ñuble,2
10-04-2020,16303,Ñiquén,Ñuble,2
11-04-2020,16303,Ñiquén,Ñuble,2
29-03-2020,16301,San Carlos,Ñuble,9
30-03-2020,16301,San Carlos,Ñuble,9
31-03-2020,16301,San Carlos,Ñuble,10
01-04-2020,16301,San Carlos,Ñuble,10
02-04-2020,16301,San Carlos,Ñuble,13
03-04-2020,16301,San Carlos,Ñuble,13
04-04-2020,16301,San Carlos,Ñuble,13
05-04-2020,16301,San Carlos,Ñuble,13
06-04-2020,16301,San Carlos,Ñuble,19
07-04-2020,16301,San Carlos,Ñuble,26
08-04-2020,16301,San Carlos,Ñuble,28
09-04-2020,16301,San Carlos,Ñuble,20
10-04-2020,16301,San Carlos,Ñuble,28
11-04-2020,16301,San Carlos,Ñuble,28
29-03-2020,16305,San Nicolás,Ñuble,1
30-03-2020,16305,San Nicolás,Ñuble,2
31-03-2020,16305,San Nicolás,Ñuble,3
01-04-2020,16305,San Nicolás,Ñuble,4
02-04-2020,16305,San Nicolás,Ñuble,4
03-04-2020,16305,San Nicolás,Ñuble,4
04-04-2020,16305,San Nicolás,Ñuble,9
05-04-2020,16305,San Nicolás,Ñuble,9
06-04-2020,16305,San Nicolás,Ñuble,10
07-04-2020,16305,San Nicolás,Ñuble,10
08-04-2020,16305,San Nicolás,Ñuble,10
09-04-2020,16305,San Nicolás,Ñuble,11
10-04-2020,16305,San Nicolás,Ñuble,11
11-04-2020,16305,San Nicolás,Ñuble,12
29-03-2020,16304,San Fabián,Ñuble,4
30-03-2020,16304,San Fabián,Ñuble,4
31-03-2020,16304,San Fabián,Ñuble,4
01-04-2020,16304,San Fabián,Ñuble,6
02-04-2020,16304,San Fabián,Ñuble,6
03-04-2020,16304,San Fabián,Ñuble,6
04-04-2020,16304,San Fabián,Ñuble,6
05-04-2020,16304,San Fabián,Ñuble,6
06-04-2020,16304,San Fabián,Ñuble,6
07-04-2020,16304,San Fabián,Ñuble,6
08-04-2020,16304,San Fabián,Ñuble,6
09-04-2020,16304,San Fabián,Ñuble,6
10-04-2020,16304,San Fabián,Ñuble,7
11-04-2020,16304,San Fabián,Ñuble,7
29-03-2020,16302,Coihueco,Ñuble,2
30-03-2020,16302,Coihueco,Ñuble,3
31-03-2020,16302,Coihueco,Ñuble,3
01-04-2020,16302,Coihueco,Ñuble,3
02-04-2020,16302,Coihueco,Ñuble,3
03-04-2020,16302,Coihueco,Ñuble,3
04-04-2020,16302,Coihueco,Ñuble,3
05-04-2020,16302,Coihueco,Ñuble,3
06-04-2020,16302,Coihueco,Ñuble,6
07-04-2020,16302,Coihueco,Ñuble,6
08-04-2020,16302,Coihueco,Ñuble,7
09-04-2020,16302,Coihueco,Ñuble,8
10-04-2020,16302,Coihueco,Ñuble,8
11-04-2020,16302,Coihueco,Ñuble,9
29-03-2020,8112,Hualpén,Biobío,18
30-03-2020,8112,Hualpén,Biobío,19
31-03-2020,8112,Hualpén,Biobío,27
01-04-2020,8112,Hualpén,Biobío,36
02-04-2020,8112,Hualpén,Biobío,42
03-04-2020,8112,Hualpén,Biobío,50
04-04-2020,8112,Hualpén,Biobío,50
05-04-2020,8112,Hualpén,Biobío,65
06-04-2020,8112,Hualpén,Biobío,68
07-04-2020,8112,Hualpén,Biobío,73
08-04-2020,8112,Hualpén,Biobío,74
09-04-2020,8112,Hualpén,Biobío,83
10-04-2020,8112,Hualpén,Biobío,88
11-04-2020,8112,Hualpén,Biobío,91
29-03-2020,8101,Concepción,Biobío,39
30-03-2020,8101,Concepción,Biobío,42
31-03-2020,8101,Concepción,Biobío,42
01-04-2020,8101,Concepción,Biobío,46
02-04-2020,8101,Concepción,Biobío,50
03-04-2020,8101,Concepción,Biobío,53
04-04-2020,8101,Concepción,Biobío,53
05-04-2020,8101,Concepción,Biobío,64
06-04-2020,8101,Concepción,Biobío,70
07-04-2020,8101,Concepción,Biobío,72
08-04-2020,8101,Concepción,Biobío,73
09-04-2020,8101,Concepción,Biobío,81
10-04-2020,8101,Concepción,Biobío,84
11-04-2020,8101,Concepción,Biobío,90
29-03-2020,8108,San Pedro de la Paz,Biobío,45
30-03-2020,8108,San Pedro de la Paz,Biobío,49
31-03-2020,8108,San Pedro de la Paz,Biobío,48
01-04-2020,8108,San Pedro de la Paz,Biobío,50
02-04-2020,8108,San Pedro de la Paz,Biobío,54
03-04-2020,8108,San Pedro de la Paz,Biobío,56
04-04-2020,8108,San Pedro de la Paz,Biobío,56
05-04-2020,8108,San Pedro de la Paz,Biobío,62
06-04-2020,8108,San Pedro de la Paz,Biobío,64
07-04-2020,8108,San Pedro de la Paz,Biobío,67
08-04-2020,8108,San Pedro de la Paz,Biobío,71
09-04-2020,8108,San Pedro de la Paz,Biobío,73
10-04-2020,8108,San Pedro de la Paz,Biobío,75
11-04-2020,8108,San Pedro de la Paz,Biobío,77
29-03-2020,8110,Talcahuano,Biobío,15
30-03-2020,8110,Talcahuano,Biobío,16
31-03-2020,8110,Talcahuano,Biobío,21
01-04-2020,8110,Talcahuano,Biobío,21
02-04-2020,8110,Talcahuano,Biobío,23
03-04-2020,8110,Talcahuano,Biobío,29
04-04-2020,8110,Talcahuano,Biobío,29
05-04-2020,8110,Talcahuano,Biobío,35
06-04-2020,8110,Talcahuano,Biobío,36
07-04-2020,8110,Talcahuano,Biobío,38
08-04-2020,8110,Talcahuano,Biobío,45
09-04-2020,8110,Talcahuano,Biobío,46
10-04-2020,8110,Talcahuano,Biobío,47
11-04-2020,8110,Talcahuano,Biobío,49
29-03-2020,8103,Chiguayante,Biobío,13
30-03-2020,8103,Chiguayante,Biobío,14
31-03-2020,8103,Chiguayante,Biobío,16
01-04-2020,8103,Chiguayante,Biobío,18
02-04-2020,8103,Chiguayante,Biobío,20
03-04-2020,8103,Chiguayante,Biobío,26
04-04-2020,8103,Chiguayante,Biobío,26
05-04-2020,8103,Chiguayante,Biobío,32
06-04-2020,8103,Chiguayante,Biobío,32
07-04-2020,8103,Chiguayante,Biobío,34
08-04-2020,8103,Chiguayante,Biobío,35
09-04-2020,8103,Chiguayante,Biobío,40
10-04-2020,8103,Chiguayante,Biobío,41
11-04-2020,8103,Chiguayante,Biobío,41
29-03-2020,8111,Tomé,Biobío,7
30-03-2020,8111,Tomé,Biobío,7
31-03-2020,8111,Tomé,Biobío,7
01-04-2020,8111,Tomé,Biobío,8
02-04-2020,8111,Tomé,Biobío,9
03-04-2020,8111,Tomé,Biobío,9
04-04-2020,8111,Tomé,Biobío,9
05-04-2020,8111,Tomé,Biobío,20
06-04-2020,8111,Tomé,Biobío,25
07-04-2020,8111,Tomé,Biobío,29
08-04-2020,8111,Tomé,Biobío,30
09-04-2020,8111,Tomé,Biobío,30
10-04-2020,8111,Tomé,Biobío,32
11-04-2020,8111,Tomé,Biobío,32
29-03-2020,8301,Los Ángeles,Biobío,9
30-03-2020,8301,Los Ángeles,Biobío,10
31-03-2020,8301,Los Ángeles,Biobío,10
01-04-2020,8301,Los Ángeles,Biobío,10
02-04-2020,8301,Los Ángeles,Biobío,12
03-04-2020,8301,Los Ángeles,Biobío,14
04-04-2020,8301,Los Ángeles,Biobío,14
05-04-2020,8301,Los Ángeles,Biobío,17
06-04-2020,8301,Los Ángeles,Biobío,17
07-04-2020,8301,Los Ángeles,Biobío,21
08-04-2020,8301,Los Ángeles,Biobío,22
09-04-2020,8301,Los Ángeles,Biobío,22
10-04-2020,8301,Los Ángeles,Biobío,22
11-04-2020,8301,Los Ángeles,Biobío,22
29-03-2020,8102,Coronel,Biobío,10
30-03-2020,8102,Coronel,Biobío,12
31-03-2020,8102,Coronel,Biobío,11
01-04-2020,8102,Coronel,Biobío,11
02-04-2020,8102,Coronel,Biobío,12
03-04-2020,8102,Coronel,Biobío,12
04-04-2020,8102,Coronel,Biobío,12
05-04-2020,8102,Coronel,Biobío,13
06-04-2020,8102,Coronel,Biobío,13
07-04-2020,8102,Coronel,Biobío,14
08-04-2020,8102,Coronel,Biobío,18
09-04-2020,8102,Coronel,Biobío,18
10-04-2020,8102,Coronel,Biobío,18
11-04-2020,8102,Coronel,Biobío,18
29-03-2020,8105,Hualqui,Biobío,3
30-03-2020,8105,Hualqui,Biobío,3
31-03-2020,8105,Hualqui,Biobío,3
01-04-2020,8105,Hualqui,Biobío,3
02-04-2020,8105,Hualqui,Biobío,3
03-04-2020,8105,Hualqui,Biobío,3
04-04-2020,8105,Hualqui,Biobío,3
05-04-2020,8105,Hualqui,Biobío,7
06-04-2020,8105,Hualqui,Biobío,7
07-04-2020,8105,Hualqui,Biobío,7
08-04-2020,8105,Hualqui,Biobío,7
09-04-2020,8105,Hualqui,Biobío,7
10-04-2020,8105,Hualqui,Biobío,8
11-04-2020,8105,Hualqui,Biobío,8
29-03-2020,8202,Arauco,Biobío,3
30-03-2020,8202,Arauco,Biobío,5
31-03-2020,8202,Arauco,Biobío,5
01-04-2020,8202,Arauco,Biobío,5
02-04-2020,8202,Arauco,Biobío,5
03-04-2020,8202,Arauco,Biobío,6
04-04-2020,8202,Arauco,Biobío,6
05-04-2020,8202,Arauco,Biobío,6
06-04-2020,8202,Arauco,Biobío,6
07-04-2020,8202,Arauco,Biobío,6
08-04-2020,8202,Arauco,Biobío,6
09-04-2020,8202,Arauco,Biobío,6
10-04-2020,8202,Arauco,Biobío,6
11-04-2020,8202,Arauco,Biobío,6
29-03-2020,8304,Laja,Biobío,2
30-03-2020,8304,Laja,Biobío,2
31-03-2020,8304,Laja,Biobío,2
01-04-2020,8304,Laja,Biobío,2
02-04-2020,8304,Laja,Biobío,2
03-04-2020,8304,Laja,Biobío,3
04-04-2020,8304,Laja,Biobío,3
05-04-2020,8304,Laja,Biobío,5
06-04-2020,8304,Laja,Biobío,5
07-04-2020,8304,Laja,Biobío,5
08-04-2020,8304,Laja,Biobío,5
09-04-2020,8304,Laja,Biobío,5
10-04-2020,8304,Laja,Biobío,5
11-04-2020,8304,Laja,Biobío,5
29-03-2020,8305,Mulchén,Biobío,6
30-03-2020,8305,Mulchén,Biobío,6
31-03-2020,8305,Mulchén,Biobío,5
01-04-2020,8305,Mulchén,Biobío,5
02-04-2020,8305,Mulchén,Biobío,5
03-04-2020,8305,Mulchén,Biobío,5
04-04-2020,8305,Mulchén,Biobío,5
05-04-2020,8305,Mulchén,Biobío,5
06-04-2020,8305,Mulchén,Biobío,5
07-04-2020,8305,Mulchén,Biobío,5
08-04-2020,8305,Mulchén,Biobío,5
09-04-2020,8305,Mulchén,Biobío,5
10-04-2020,8305,Mulchén,Biobío,5
11-04-2020,8305,Mulchén,Biobío,5
29-03-2020,8306,Nacimiento,Biobío,2
30-03-2020,8306,Nacimiento,Biobío,2
31-03-2020,8306,Nacimiento,Biobío,2
01-04-2020,8306,Nacimiento,Biobío,2
02-04-2020,8306,Nacimiento,Biobío,2
03-04-2020,8306,Nacimiento,Biobío,2
04-04-2020,8306,Nacimiento,Biobío,2
05-04-2020,8306,Nacimiento,Biobío,2
06-04-2020,8306,Nacimiento,Biobío,2
07-04-2020,8306,Nacimiento,Biobío,3
08-04-2020,8306,Nacimiento,Biobío,4
09-04-2020,8306,Nacimiento,Biobío,5
10-04-2020,8306,Nacimiento,Biobío,8
11-04-2020,8306,Nacimiento,Biobío,9
01-04-2020,8107,Penco,Biobío,1
02-04-2020,8107,Penco,Biobío,2
03-04-2020,8107,Penco,Biobío,3
04-04-2020,8107,Penco,Biobío,3
05-04-2020,8107,Penco,Biobío,4
06-04-2020,8107,Penco,Biobío,5
07-04-2020,8107,Penco,Biobío,5
08-04-2020,8107,Penco,Biobío,5
09-04-2020,8107,Penco,Biobío,5
10-04-2020,8107,Penco,Biobío,7
11-04-2020,8107,Penco,Biobío,8
29-03-2020,8313,Yumbel,Biobío,5
30-03-2020,8313,Yumbel,Biobío,5
31-03-2020,8313,Yumbel,Biobío,5
01-04-2020,8313,Yumbel,Biobío,5
02-04-2020,8313,Yumbel,Biobío,5
03-04-2020,8313,Yumbel,Biobío,5
04-04-2020,8313,Yumbel,Biobío,5
05-04-2020,8313,Yumbel,Biobío,5
06-04-2020,8313,Yumbel,Biobío,5
07-04-2020,8313,Yumbel,Biobío,5
08-04-2020,8313,Yumbel,Biobío,5
09-04-2020,8313,Yumbel,Biobío,5
10-04-2020,8313,Yumbel,Biobío,5
11-04-2020,8313,Yumbel,Biobío,5
02-04-2020,8303,Cabrero,Biobío,1
03-04-2020,8303,Cabrero,Biobío,1
04-04-2020,8303,Cabrero,Biobío,1
05-04-2020,8303,Cabrero,Biobío,1
06-04-2020,8303,Cabrero,Biobío,1
07-04-2020,8303,Cabrero,Biobío,1
08-04-2020,8303,Cabrero,Biobío,1
09-04-2020,8303,Cabrero,Biobío,4
10-04-2020,8303,Cabrero,Biobío,5
11-04-2020,8303,Cabrero,Biobío,7
02-04-2020,8207,Tirúa,Biobío,2
03-04-2020,8207,Tirúa,Biobío,2
04-04-2020,8207,Tirúa,Biobío,2
05-04-2020,8207,Tirúa,Biobío,4
06-04-2020,8207,Tirúa,Biobío,4
07-04-2020,8207,Tirúa,Biobío,4
08-04-2020,8207,Tirúa,Biobío,4
09-04-2020,8207,Tirúa,Biobío,4
10-04-2020,8207,Tirúa,Biobío,4
11-04-2020,8207,Tirúa,Biobío,4
29-03-2020,8104,Florida,Biobío,2
30-03-2020,8104,Florida,Biobío,2
31-03-2020,8104,Florida,Biobío,2
01-04-2020,8104,Florida,Biobío,2
02-04-2020,8104,Florida,Biobío,2
03-04-2020,8104,Florida,Biobío,2
04-04-2020,8104,Florida,Biobío,2
05-04-2020,8104,Florida,Biobío,2
06-04-2020,8104,Florida,Biobío,2
07-04-2020,8104,Florida,Biobío,2
08-04-2020,8104,Florida,Biobío,2
09-04-2020,8104,Florida,Biobío,2
10-04-2020,8104,Florida,Biobío,2
11-04-2020,8104,Florida,Biobío,2
06-04-2020,8307,Negrete,Biobío,1
07-04-2020,8307,Negrete,Biobío,2
08-04-2020,8307,Negrete,Biobío,2
09-04-2020,8307,Negrete,Biobío,2
10-04-2020,8307,Negrete,Biobío,2
11-04-2020,8307,Negrete,Biobío,2
29-03-2020,8311,Santa Bárbara,Biobío,2
30-03-2020,8311,Santa Bárbara,Biobío,2
31-03-2020,8311,Santa Bárbara,Biobío,2
01-04-2020,8311,Santa Bárbara,Biobío,2
02-04-2020,8311,Santa Bárbara,Biobío,2
