Fecha,CUT,Comuna,Region,Confirmados Acumulados
01-04-2020,13104,Conchalí,Metropolitana,18
03-04-2020,13104,Conchalí,Metropolitana,22
06-04-2020,13104,Conchalí,Metropolitana,32
08-04-2020,13104,Conchalí,Metropolitana,38
10-04-2020,13104,Conchalí,Metropolitana,47
30-03-2020,13503,Curacaví,Metropolitana,5
01-04-2020,13503,Curacaví,Metropolitana,5
03-04-2020,13503,Curacaví,Metropolitana,5
06-04-2020,13503,Curacaví,Metropolitana,8
08-04-2020,13503,Curacaví,Metropolitana,9
10-04-2020,13503,Curacaví,Metropolitana,10
30-03-2020,13105,El Bosque,Metropolitana,18
01-04-2020,13105,El Bosque,Metropolitana,28
03-04-2020,13105,El Bosque,Metropolitana,35
06-04-2020,13105,El Bosque,Metropolitana,37
08-04-2020,13105,El Bosque,Metropolitana,46
10-04-2020,13105,El Bosque,Metropolitana,64
30-03-2020,13602,El Monte,Metropolitana,1
01-04-2020,13602,El Monte,Metropolitana,1
03-04-2020,13602,El Monte,Metropolitana,2
06-04-2020,13602,El Monte,Metropolitana,5
08-04-2020,13602,El Monte,Metropolitana,7
10-04-2020,13602,El Monte,Metropolitana,9
30-03-2020,13106,Estación Central,Metropolitana,16
01-04-2020,13106,Estación Central,Metropolitana,22
03-04-2020,13106,Estación Central,Metropolitana,25
06-04-2020,13106,Estación Central,Metropolitana,36
08-04-2020,13106,Estación Central,Metropolitana,41
10-04-2020,13106,Estación Central,Metropolitana,61
30-03-2020,13107,Huechuraba,Metropolitana,17
01-04-2020,13107,Huechuraba,Metropolitana,19
03-04-2020,13107,Huechuraba,Metropolitana,22
06-04-2020,13107,Huechuraba,Metropolitana,32
08-04-2020,13107,Huechuraba,Metropolitana,35
10-04-2020,13107,Huechuraba,Metropolitana,38
30-03-2020,13108,Independencia,Metropolitana,15
01-04-2020,13108,Independencia,Metropolitana,17
03-04-2020,13108,Independencia,Metropolitana,22
06-04-2020,13108,Independencia,Metropolitana,26
08-04-2020,13108,Independencia,Metropolitana,31
10-04-2020,13108,Independencia,Metropolitana,37
01-04-2020,13603,Isla de Maipo,Metropolitana,1
03-04-2020,13603,Isla de Maipo,Metropolitana,1
06-04-2020,13603,Isla de Maipo,Metropolitana,4
08-04-2020,13603,Isla de Maipo,Metropolitana,7
10-04-2020,13603,Isla de Maipo,Metropolitana,10
30-03-2020,13109,La Cisterna,Metropolitana,10
01-04-2020,13109,La Cisterna,Metropolitana,12
03-04-2020,13109,La Cisterna,Metropolitana,12
06-04-2020,13109,La Cisterna,Metropolitana,20
08-04-2020,13109,La Cisterna,Metropolitana,26
10-04-2020,13109,La Cisterna,Metropolitana,34
30-03-2020,13110,La Florida,Metropolitana,43
01-04-2020,13110,La Florida,Metropolitana,58
03-04-2020,13110,La Florida,Metropolitana,67
06-04-2020,13110,La Florida,Metropolitana,91
08-04-2020,13110,La Florida,Metropolitana,103
10-04-2020,13110,La Florida,Metropolitana,126
30-03-2020,13111,La Granja,Metropolitana,5
01-04-2020,13111,La Granja,Metropolitana,8
03-04-2020,13111,La Granja,Metropolitana,16
06-04-2020,13111,La Granja,Metropolitana,24
08-04-2020,13111,La Granja,Metropolitana,26
10-04-2020,13111,La Granja,Metropolitana,36
30-03-2020,13112,La Pintana,Metropolitana,2
01-04-2020,13112,La Pintana,Metropolitana,10
03-04-2020,13112,La Pintana,Metropolitana,13
06-04-2020,13112,La Pintana,Metropolitana,18
08-04-2020,13112,La Pintana,Metropolitana,25
10-04-2020,13112,La Pintana,Metropolitana,39
30-03-2020,13113,La Reina,Metropolitana,24
01-04-2020,13113,La Reina,Metropolitana,26
03-04-2020,13113,La Reina,Metropolitana,30
06-04-2020,13113,La Reina,Metropolitana,35
08-04-2020,13113,La Reina,Metropolitana,44
10-04-2020,13113,La Reina,Metropolitana,52
30-03-2020,13302,Lampa,Metropolitana,10
01-04-2020,13302,Lampa,Metropolitana,10
03-04-2020,13302,Lampa,Metropolitana,13
06-04-2020,13302,Lampa,Metropolitana,14
08-04-2020,13302,Lampa,Metropolitana,18
10-04-2020,13302,Lampa,Metropolitana,26
30-03-2020,13114,Las Condes,Metropolitana,181
01-04-2020,13114,Las Condes,Metropolitana,208
03-04-2020,13114,Las Condes,Metropolitana,224
06-04-2020,13114,Las Condes,Metropolitana,258
08-04-2020,13114,Las Condes,Metropolitana,266
10-04-2020,13114,Las Condes,Metropolitana,281
30-03-2020,13115,Lo Barnechea,Metropolitana,68
01-04-2020,13115,Lo Barnechea,Metropolitana,78
03-04-2020,13115,Lo Barnechea,Metropolitana,85
06-04-2020,13115,Lo Barnechea,Metropolitana,97
08-04-2020,13115,Lo Barnechea,Metropolitana,105
10-04-2020,13115,Lo Barnechea,Metropolitana,110
30-03-2020,13116,Lo Espejo,Metropolitana,4
01-04-2020,13116,Lo Espejo,Metropolitana,7
03-04-2020,13116,Lo Espejo,Metropolitana,9
06-04-2020,13116,Lo Espejo,Metropolitana,15
08-04-2020,13116,Lo Espejo,Metropolitana,23
10-04-2020,13116,Lo Espejo,Metropolitana,34
30-03-2020,13117,Lo Prado,Metropolitana,14
01-04-2020,13117,Lo Prado,Metropolitana,18
03-04-2020,13117,Lo Prado,Metropolitana,20
06-04-2020,13117,Lo Prado,Metropolitana,25
08-04-2020,13117,Lo Prado,Metropolitana,32
10-04-2020,13117,Lo Prado,Metropolitana,35
30-03-2020,13118,Macul,Metropolitana,10
01-04-2020,13118,Macul,Metropolitana,15
03-04-2020,13118,Macul,Metropolitana,23
06-04-2020,13118,Macul,Metropolitana,34
08-04-2020,13118,Macul,Metropolitana,37
10-04-2020,13118,Macul,Metropolitana,43
30-03-2020,13119,Maipú,Metropolitana,43
01-04-2020,13119,Maipú,Metropolitana,55
03-04-2020,13119,Maipú,Metropolitana,64
06-04-2020,13119,Maipú,Metropolitana,83
08-04-2020,13119,Maipú,Metropolitana,106
10-04-2020,13119,Maipú,Metropolitana,167
30-03-2020,13501,Melipilla,Metropolitana,6
01-04-2020,13501,Melipilla,Metropolitana,8
03-04-2020,13501,Melipilla,Metropolitana,9
06-04-2020,13501,Melipilla,Metropolitana,11
08-04-2020,13501,Melipilla,Metropolitana,12
10-04-2020,13501,Melipilla,Metropolitana,16
30-03-2020,13120,Ñuñoa,Metropolitana,67
01-04-2020,13120,Ñuñoa,Metropolitana,84
03-04-2020,13120,Ñuñoa,Metropolitana,93
06-04-2020,13120,Ñuñoa,Metropolitana,107
08-04-2020,13120,Ñuñoa,Metropolitana,118
10-04-2020,13120,Ñuñoa,Metropolitana,155
30-03-2020,13604,Padre Hurtado,Metropolitana,10
01-04-2020,13604,Padre Hurtado,Metropolitana,11
03-04-2020,13604,Padre Hurtado,Metropolitana,14
06-04-2020,13604,Padre Hurtado,Metropolitana,16
08-04-2020,13604,Padre Hurtado,Metropolitana,18
10-04-2020,13604,Padre Hurtado,Metropolitana,20
30-03-2020,13404,Paine,Metropolitana,3
01-04-2020,13404,Paine,Metropolitana,3
03-04-2020,13404,Paine,Metropolitana,3
06-04-2020,13404,Paine,Metropolitana,3
08-04-2020,13404,Paine,Metropolitana,3
10-04-2020,13404,Paine,Metropolitana,7
30-03-2020,13121,Pedro Aguirre Cerda,Metropolitana,7
01-04-2020,13121,Pedro Aguirre Cerda,Metropolitana,13
03-04-2020,13121,Pedro Aguirre Cerda,Metropolitana,13
06-04-2020,13121,Pedro Aguirre Cerda,Metropolitana,16
08-04-2020,13121,Pedro Aguirre Cerda,Metropolitana,19
10-04-2020,13121,Pedro Aguirre Cerda,Metropolitana,36
30-03-2020,13605,Peñaflor,Metropolitana,10
01-04-2020,13605,Peñaflor,Metropolitana,13
03-04-2020,13605,Peñaflor,Metropolitana,13
06-04-2020,13605,Peñaflor,Metropolitana,18
08-04-2020,13605,Peñaflor,Metropolitana,18
10-04-2020,13605,Peñaflor,Metropolitana,20
30-03-2020,13122,Peñalolén,Metropolitana,31
01-04-2020,13122,Peñalolén,Metropolitana,46
03-04-2020,13122,Peñalolén,Metropolitana,54
06-04-2020,13122,Peñalolén,Metropolitana,65
08-04-2020,13122,Peñalolén,Metropolitana,78
10-04-2020,13122,Peñalolén,Metropolitana,98
01-04-2020,13202,Pirque,Metropolitana,2
03-04-2020,13202,Pirque,Metropolitana,2
06-04-2020,13202,Pirque,Metropolitana,4
08-04-2020,13202,Pirque,Metropolitana,4
10-04-2020,13202,Pirque,Metropolitana,9
30-03-2020,13123,Providencia,Metropolitana,82
01-04-2020,13123,Providencia,Metropolitana,87
03-04-2020,13123,Providencia,Metropolitana,94
06-04-2020,13123,Providencia,Metropolitana,104
08-04-2020,13123,Providencia,Metropolitana,115
10-04-2020,13123,Providencia,Metropolitana,129
30-03-2020,13124,Pudahuel,Metropolitana,17
01-04-2020,13124,Pudahuel,Metropolitana,25
03-04-2020,13124,Pudahuel,Metropolitana,32
06-04-2020,13124,Pudahuel,Metropolitana,44
08-04-2020,13124,Pudahuel,Metropolitana,52
10-04-2020,13124,Pudahuel,Metropolitana,67
30-03-2020,13201,Puente Alto,Metropolitana,45
01-04-2020,13201,Puente Alto,Metropolitana,58
03-04-2020,13201,Puente Alto,Metropolitana,76
06-04-2020,13201,Puente Alto,Metropolitana,119
08-04-2020,13201,Puente Alto,Metropolitana,166
10-04-2020,13201,Puente Alto,Metropolitana,239
30-03-2020,13125,Quilicura,Metropolitana,17
01-04-2020,13125,Quilicura,Metropolitana,29
03-04-2020,13125,Quilicura,Metropolitana,33
06-04-2020,13125,Quilicura,Metropolitana,51
08-04-2020,13125,Quilicura,Metropolitana,57
10-04-2020,13125,Quilicura,Metropolitana,79
30-03-2020,13126,Quinta Normal,Metropolitana,21
01-04-2020,13126,Quinta Normal,Metropolitana,25
03-04-2020,13126,Quinta Normal,Metropolitana,35
06-04-2020,13126,Quinta Normal,Metropolitana,41
08-04-2020,13126,Quinta Normal,Metropolitana,57
10-04-2020,13126,Quinta Normal,Metropolitana,69
30-03-2020,13127,Recoleta,Metropolitana,17
01-04-2020,13127,Recoleta,Metropolitana,23
03-04-2020,13127,Recoleta,Metropolitana,32
06-04-2020,13127,Recoleta,Metropolitana,44
08-04-2020,13127,Recoleta,Metropolitana,52
10-04-2020,13127,Recoleta,Metropolitana,61
30-03-2020,13128,Renca,Metropolitana,9
01-04-2020,13128,Renca,Metropolitana,14
03-04-2020,13128,Renca,Metropolitana,18
06-04-2020,13128,Renca,Metropolitana,19
08-04-2020,13128,Renca,Metropolitana,22
10-04-2020,13128,Renca,Metropolitana,28
30-03-2020,13401,San Bernardo,Metropolitana,32
01-04-2020,13401,San Bernardo,Metropolitana,41
03-04-2020,13401,San Bernardo,Metropolitana,53
06-04-2020,13401,San Bernardo,Metropolitana,74
08-04-2020,13401,San Bernardo,Metropolitana,79
10-04-2020,13401,San Bernardo,Metropolitana,117
30-03-2020,13129,San Joaquín,Metropolitana,13
01-04-2020,13129,San Joaquín,Metropolitana,24
03-04-2020,13129,San Joaquín,Metropolitana,28
06-04-2020,13129,San Joaquín,Metropolitana,36
08-04-2020,13129,San Joaquín,Metropolitana,42
10-04-2020,13129,San Joaquín,Metropolitana,52
30-03-2020,13203,San José de Maipo,Metropolitana,2
01-04-2020,13203,San José de Maipo,Metropolitana,2
03-04-2020,13203,San José de Maipo,Metropolitana,2
06-04-2020,13203,San José de Maipo,Metropolitana,3
08-04-2020,13203,San José de Maipo,Metropolitana,3
10-04-2020,13203,San José de Maipo,Metropolitana,4
30-03-2020,13130,San Miguel,Metropolitana,25
01-04-2020,13130,San Miguel,Metropolitana,32
03-04-2020,13130,San Miguel,Metropolitana,39
06-04-2020,13130,San Miguel,Metropolitana,49
08-04-2020,13130,San Miguel,Metropolitana,56
10-04-2020,13130,San Miguel,Metropolitana,69
30-03-2020,13131,San Ramón,Metropolitana,1
01-04-2020,13131,San Ramón,Metropolitana,6
03-04-2020,13131,San Ramón,Metropolitana,9
06-04-2020,13131,San Ramón,Metropolitana,9
08-04-2020,13131,San Ramón,Metropolitana,12
10-04-2020,13131,San Ramón,Metropolitana,18
30-03-2020,13101,Santiago,Metropolitana,127
01-04-2020,13101,Santiago,Metropolitana,156
03-04-2020,13101,Santiago,Metropolitana,173
06-04-2020,13101,Santiago,Metropolitana,234
08-04-2020,13101,Santiago,Metropolitana,271
10-04-2020,13101,Santiago,Metropolitana,321
30-03-2020,13601,Talagante,Metropolitana,3
01-04-2020,13601,Talagante,Metropolitana,5
03-04-2020,13601,Talagante,Metropolitana,6
06-04-2020,13601,Talagante,Metropolitana,11
08-04-2020,13601,Talagante,Metropolitana,14
10-04-2020,13601,Talagante,Metropolitana,18
30-03-2020,13303,Til Til,Metropolitana,2
01-04-2020,13303,Til Til,Metropolitana,2
03-04-2020,13303,Til Til,Metropolitana,3
06-04-2020,13303,Til Til,Metropolitana,3
08-04-2020,13303,Til Til,Metropolitana,4
10-04-2020,13303,Til Til,Metropolitana,4
30-03-2020,13132,Vitacura,Metropolitana,83
01-04-2020,13132,Vitacura,Metropolitana,90
03-04-2020,13132,Vitacura,Metropolitana,100
06-04-2020,13132,Vitacura,Metropolitana,114
08-04-2020,13132,Vitacura,Metropolitana,114
10-04-2020,13132,Vitacura,Metropolitana,119
18-03-2020,6108,Machalí,O’Higgins,1
19-03-2020,6108,Machalí,O’Higgins,1
20-03-2020,6108,Machalí,O’Higgins,1
21-03-2020,6108,Machalí,O’Higgins,1
22-03-2020,6108,Machalí,O’Higgins,1
23-03-2020,6108,Machalí,O’Higgins,2
24-03-2020,6108,Machalí,O’Higgins,2
25-03-2020,6108,Machalí,O’Higgins,2
26-03-2020,6108,Machalí,O’Higgins,2
27-03-2020,6108,Machalí,O’Higgins,4
28-03-2020,6108,Machalí,O’Higgins,6
29-03-2020,6108,Machalí,O’Higgins,6
30-03-2020,6108,Machalí,O’Higgins,6
31-03-2020,6108,Machalí,O’Higgins,6
01-04-2020,6108,Machalí,O’Higgins,6
02-04-2020,6108,Machalí,O’Higgins,7
03-04-2020,6108,Machalí,O’Higgins,7
04-04-2020,6108,Machalí,O’Higgins,8
05-04-2020,6108,Machalí,O’Higgins,8
06-04-2020,6108,Machalí,O’Higgins,8
07-04-2020,6108,Machalí,O’Higgins,8
08-04-2020,6108,Machalí,O’Higgins,8
09-04-2020,6108,Machalí,O’Higgins,8
10-04-2020,6108,Machalí,O’Higgins,8
11-04-2020,6108,Machalí,O’Higgins,8
20-03-2020,6101,Rancagua,O’Higgins,1
21-03-2020,6101,Rancagua,O’Higgins,1
22-03-2020,6101,Rancagua,O’Higgins,1
23-03-2020,6101,Rancagua,O’Higgins,1
24-03-2020,6101,Rancagua,O’Higgins,2
25-03-2020,6101,Rancagua,O’Higgins,3
26-03-2020,6101,Rancagua,O’Higgins,3
27-03-2020,6101,Rancagua,O’Higgins,4
28-03-2020,6101,Rancagua,O’Higgins,4
29-03-2020,6101,Rancagua,O’Higgins,5
30-03-2020,6101,Rancagua,O’Higgins,5
31-03-2020,6101,Rancagua,O’Higgins,6
01-04-2020,6101,Rancagua,O’Higgins,7
02-04-2020,6101,Rancagua,O’Higgins,8
03-04-2020,6101,Rancagua,O’Higgins,9
04-04-2020,6101,Rancagua,O’Higgins,11
05-04-2020,6101,Rancagua,O’Higgins,14
06-04-2020,6101,Rancagua,O’Higgins,15
07-04-2020,6101,Rancagua,O’Higgins,15
08-04-2020,6101,Rancagua,O’Higgins,15
09-04-2020,6101,Rancagua,O’Higgins,15
10-04-2020,6101,Rancagua,O’Higgins,15
11-04-2020,6101,Rancagua,O’Higgins,15
19-03-2020,6301,San Fernando,O’Higgins,2
20-03-2020,6301,San Fernando,O’Higgins,2
21-03-2020,6301,San Fernando,O’Higgins,3
22-03-2020,6301,San Fernando,O’Higgins,3
23-03-2020,6301,San Fernando,O’Higgins,3
24-03-2020,6301,San Fernando,O’Higgins,3
25-03-2020,6301,San Fernando,O’Higgins,3
26-03-2020,6301,San Fernando,O’Higgins,4
27-03-2020,6301,San Fernando,O’Higgins,4
28-03-2020,6301,San Fernando,O’Higgins,4
29-03-2020,6301,San Fernando,O’Higgins,4
30-03-2020,6301,San Fernando,O’Higgins,4
31-03-2020,6301,San Fernando,O’Higgins,4
01-04-2020,6301,San Fernando,O’Higgins,4
02-04-2020,6301,San Fernando,O’Higgins,4
03-04-2020,6301,San Fernando,O’Higgins,4
04-04-2020,6301,San Fernando,O’Higgins,4
05-04-2020,6301,San Fernando,O’Higgins,4
06-04-2020,6301,San Fernando,O’Higgins,4
07-04-2020,6301,San Fernando,O’Higgins,4
08-04-2020,6301,San Fernando,O’Higgins,4
09-04-2020,6301,San Fernando,O’Higgins,4
10-04-2020,6301,San Fernando,O’Higgins,4
11-04-2020,6301,San Fernando,O’Higgins,4
25-03-2020,6303,Chimbarongo,O’Higgins,1
26-03-2020,6303,Chimbarongo,O’Higgins,1
27-03-2020,6303,Chimbarongo,O’Higgins,1
28-03-2020,6303,Chimbarongo,O’Higgins,2
29-03-2020,6303,Chimbarongo,O’Higgins,2
30-03-2020,6303,Chimbarongo,O’Higgins,2
31-03-2020,6303,Chimbarongo,O’Higgins,2
01-04-2020,6303,Chimbarongo,O’Higgins,2
02-04-2020,6303,Chimbarongo,O’Higgins,2
03-04-2020,6303,Chimbarongo,O’Higgins,2
04-04-2020,6303,Chimbarongo,O’Higgins,2
05-04-2020,6303,Chimbarongo,O’Higgins,2
06-04-2020,6303,Chimbarongo,O’Higgins,2
07-04-2020,6303,Chimbarongo,O’Higgins,2
08-04-2020,6303,Chimbarongo,O’Higgins,2
09-04-2020,6303,Chimbarongo,O’Higgins,2
10-04-2020,6303,Chimbarongo,O’Higgins,2
11-04-2020,6303,Chimbarongo,O’Higgins,2
21-03-2020,6114,Quinta de Tilcoco,O’Higgins,1
22-03-2020,6114,Quinta de Tilcoco,O’Higgins,1
23-03-2020,6114,Quinta de Tilcoco,O’Higgins,1
24-03-2020,6114,Quinta de Tilcoco,O’Higgins,1
25-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
26-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
27-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
28-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
29-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
30-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
31-03-2020,6114,Quinta de Tilcoco,O’Higgins,2
01-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
02-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
03-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
04-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
05-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
06-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
07-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
08-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
09-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
10-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
11-04-2020,6114,Quinta de Tilcoco,O’Higgins,2
20-03-2020,6308,Placilla,O’Higgins,1
21-03-2020,6308,Placilla,O’Higgins,1
22-03-2020,6308,Placilla,O’Higgins,1
23-03-2020,6308,Placilla,O’Higgins,1
24-03-2020,6308,Placilla,O’Higgins,1
25-03-2020,6308,Placilla,O’Higgins,1
26-03-2020,6308,Placilla,O’Higgins,1
27-03-2020,6308,Placilla,O’Higgins,1
28-03-2020,6308,Placilla,O’Higgins,1
29-03-2020,6308,Placilla,O’Higgins,1
30-03-2020,6308,Placilla,O’Higgins,1
31-03-2020,6308,Placilla,O’Higgins,1
01-04-2020,6308,Placilla,O’Higgins,1
02-04-2020,6308,Placilla,O’Higgins,1
03-04-2020,6308,Placilla,O’Higgins,1
04-04-2020,6308,Placilla,O’Higgins,1
05-04-2020,6308,Placilla,O’Higgins,1
06-04-2020,6308,Placilla,O’Higgins,1
07-04-2020,6308,Placilla,O’Higgins,1
08-04-2020,6308,Placilla,O’Higgins,1
09-04-2020,6308,Placilla,O’Higgins,1
10-04-2020,6308,Placilla,O’Higgins,1
11-04-2020,6308,Placilla,O’Higgins,1
04-04-2020,6112,Peumo,O’Higgins,1
05-04-2020,6112,Peumo,O’Higgins,1
06-04-2020,6112,Peumo,O’Higgins,1
07-04-2020,6112,Peumo,O’Higgins,1
08-04-2020,6112,Peumo,O’Higgins,1
09-04-2020,6112,Peumo,O’Higgins,1
10-04-2020,6112,Peumo,O’Higgins,1
11-04-2020,6112,Peumo,O’Higgins,1
04-04-2020,6310,Santa Cruz,O’Higgins,1
05-04-2020,6310,Santa Cruz,O’Higgins,1
06-04-2020,6310,Santa Cruz,O’Higgins,1
07-04-2020,6310,Santa Cruz,O’Higgins,1
08-04-2020,6310,Santa Cruz,O’Higgins,2
09-04-2020,6310,Santa Cruz,O’Higgins,2
10-04-2020,6310,Santa Cruz,O’Higgins,2
11-04-2020,6310,Santa Cruz,O’Higgins,2
01-04-2020,6111,Olivar,O’Higgins,1
02-04-2020,6111,Olivar,O’Higgins,2
03-04-2020,6111,Olivar,O’Higgins,2
04-04-2020,6111,Olivar,O’Higgins,2
05-04-2020,6111,Olivar,O’Higgins,2
06-04-2020,6111,Olivar,O’Higgins,2
07-04-2020,6111,Olivar,O’Higgins,2
08-04-2020,6111,Olivar,O’Higgins,2
09-04-2020,6111,Olivar,O’Higgins,3
10-04-2020,6111,Olivar,O’Higgins,3
11-04-2020,6111,Olivar,O’Higgins,4
01-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,1
02-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
03-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
04-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
05-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
06-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
07-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
08-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
09-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
10-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
11-04-2020,6117,San Vicente de Tagua Tagua,O’Higgins,4
18-03-2020,6116,Requínoa,O’Higgins,1
19-03-2020,6116,Requínoa,O’Higgins,1
20-03-2020,6116,Requínoa,O’Higgins,1
21-03-2020,6116,Requínoa,O’Higgins,1
22-03-2020,6116,Requínoa,O’Higgins,1
23-03-2020,6116,Requínoa,O’Higgins,1
24-03-2020,6116,Requínoa,O’Higgins,1
25-03-2020,6116,Requínoa,O’Higgins,1
26-03-2020,6116,Requínoa,O’Higgins,1
27-03-2020,6116,Requínoa,O’Higgins,1
28-03-2020,6116,Requínoa,O’Higgins,1
29-03-2020,6116,Requínoa,O’Higgins,1
30-03-2020,6116,Requínoa,O’Higgins,1
31-03-2020,6116,Requínoa,O’Higgins,1
01-04-2020,6116,Requínoa,O’Higgins,1
02-04-2020,6116,Requínoa,O’Higgins,1
03-04-2020,6116,Requínoa,O’Higgins,1
04-04-2020,6116,Requínoa,O’Higgins,1
05-04-2020,6116,Requínoa,O’Higgins,1
06-04-2020,6116,Requínoa,O’Higgins,1
07-04-2020,6116,Requínoa,O’Higgins,1
08-04-2020,6116,Requínoa,O’Higgins,1
09-04-2020,6116,Requínoa,O’Higgins,1
10-04-2020,6116,Requínoa,O’Higgins,1
11-04-2020,6116,Requínoa,O’Higgins,1
31-03-2020,6115,Rengo,O’Higgins,1
01-04-2020,6115,Rengo,O’Higgins,1
02-04-2020,6115,Rengo,O’Higgins,1
03-04-2020,6115,Rengo,O’Higgins,1
04-04-2020,6115,Rengo,O’Higgins,1
05-04-2020,6115,Rengo,O’Higgins,1
06-04-2020,6115,Rengo,O’Higgins,1
07-04-2020,6115,Rengo,O’Higgins,1
08-04-2020,6115,Rengo,O’Higgins,1
09-04-2020,6115,Rengo,O’Higgins,1
10-04-2020,6115,Rengo,O’Higgins,1
11-04-2020,6115,Rengo,O’Higgins,1
29-03-2020,7101,Talca,Maule,26
30-03-2020,7101,Talca,Maule,34
31-03-2020,7101,Talca,Maule,34
01-04-2020,7101,Talca,Maule,37
02-04-2020,7101,Talca,Maule,42
03-04-2020,7101,Talca,Maule,42
04-04-2020,7101,Talca,Maule,46
05-04-2020,7101,Talca,Maule,47
06-04-2020,7101,Talca,Maule,48
07-04-2020,7101,Talca,Maule,48
08-04-2020,7101,Talca,Maule,51
09-04-2020,7101,Talca,Maule,51
10-04-2020,7101,Talca,Maule,51
11-04-2020,7101,Talca,Maule,51
29-03-2020,7301,Curicó,Maule,4
30-03-2020,7301,Curicó,Maule,5
31-03-2020,7301,Curicó,Maule,7
01-04-2020,7301,Curicó,Maule,8
02-04-2020,7301,Curicó,Maule,9
03-04-2020,7301,Curicó,Maule,11
04-04-2020,7301,Curicó,Maule,12
05-04-2020,7301,Curicó,Maule,13
06-04-2020,7301,Curicó,Maule,13
07-04-2020,7301,Curicó,Maule,13
08-04-2020,7301,Curicó,Maule,13
09-04-2020,7301,Curicó,Maule,16
10-04-2020,7301,Curicó,Maule,17
11-04-2020,7301,Curicó,Maule,18
29-03-2020,7401,Linares,Maule,2
30-03-2020,7401,Linares,Maule,3
31-03-2020,7401,Linares,Maule,5
01-04-2020,7401,Linares,Maule,6
02-04-2020,7401,Linares,Maule,8
03-04-2020,7401,Linares,Maule,10
04-04-2020,7401,Linares,Maule,10
05-04-2020,7401,Linares,Maule,10
06-04-2020,7401,Linares,Maule,11
07-04-2020,7401,Linares,Maule,11
08-04-2020,7401,Linares,Maule,12
09-04-2020,7401,Linares,Maule,13
10-04-2020,7401,Linares,Maule,13
11-04-2020,7401,Linares,Maule,13
29-03-2020,7404,Parral,Maule,1
30-03-2020,7404,Parral,Maule,2
31-03-2020,7404,Parral,Maule,3
01-04-2020,7404,Parral,Maule,3
02-04-2020,7404,Parral,Maule,3
03-04-2020,7404,Parral,Maule,3
04-04-2020,7404,Parral,Maule,3
05-04-2020,7404,Parral,Maule,3
06-04-2020,7404,Parral,Maule,3
07-04-2020,7404,Parral,Maule,3
08-04-2020,7404,Parral,Maule,4
09-04-2020,7404,Parral,Maule,5
10-04-2020,7404,Parral,Maule,5
11-04-2020,7404,Parral,Maule,6
30-03-2020,7304,Molina,Maule,1
31-03-2020,7304,Molina,Maule,2
01-04-2020,7304,Molina,Maule,3
02-04-2020,7304,Molina,Maule,3
03-04-2020,7304,Molina,Maule,3
04-04-2020,7304,Molina,Maule,3
05-04-2020,7304,Molina,Maule,3
06-04-2020,7304,Molina,Maule,3
07-04-2020,7304,Molina,Maule,3
08-04-2020,7304,Molina,Maule,3
09-04-2020,7304,Molina,Maule,3
10-04-2020,7304,Molina,Maule,3
11-04-2020,7304,Molina,Maule,3
29-03-2020,7105,Maule,Maule,2
30-03-2020,7105,Maule,Maule,2
31-03-2020,7105,Maule,Maule,2
01-04-2020,7105,Maule,Maule,2
02-04-2020,7105,Maule,Maule,2
03-04-2020,7105,Maule,Maule,2
04-04-2020,7105,Maule,Maule,2
05-04-2020,7105,Maule,Maule,2
06-04-2020,7105,Maule,Maule,2
07-04-2020,7105,Maule,Maule,2
08-04-2020,7105,Maule,Maule,3
09-04-2020,7105,Maule,Maule,3
10-04-2020,7105,Maule,Maule,3
11-04-2020,7105,Maule,Maule,3
29-03-2020,7306,Romeral,Maule,2
30-03-2020,7306,Romeral,Maule,2
31-03-2020,7306,Romeral,Maule,2
01-04-2020,7306,Romeral,Maule,2
02-04-2020,7306,Romeral,Maule,2
03-04-2020,7306,Romeral,Maule,2
04-04-2020,7306,Romeral,Maule,2
05-04-2020,7306,Romeral,Maule,2
06-04-2020,7306,Romeral,Maule,2
07-04-2020,7306,Romeral,Maule,2
